"Year.size","Plot","wregion","type","Year.size.next","Age","Year.planted","Location.x","Row","Position","Pop","unique.ID","size","sizeNext","surv","fec1","fec2","fec3","flowering","n.germ.sam","PAR","N","sm.t1","wplot","habitat","light","Stage","Ph.ave","mat","mt.warm.month","mt.coldest","mt.apr","mt.may","days0may","days0april","days0","longdays0","gdd","mmp","mp.april","mp.may","mt.driest","n.droughts.gs","long.drought.gs","n.germ.1","n.germ.0","n.germ.surv.1","n.germ.surv.0"
2009,"AFB",4,"field",2010,1,2009,"ME",5,7,"1","9571",8.79111358,9.501182089,1,NA,NA,NA,0,NA,-0.590372494691712,-0.161906809649648,-0.441039480015285,9,0,0.0571990988288651,"continuous",-0.391834170586202,-1.31146731911002,-0.711411160678124,-2.64411872655088,-0.672687649393143,-0.95745905600091,-0.310496176333942,-0.398363951700224,0.962360787881608,3.02179033621951,-0.849564501232116,-3.33042577880658,-3.30759686637981,-2.08126097330457,-1.81736336957925,-3.7770639008162,-0.732211776830484,NA,NA,NA,NA
2009,"AFB",4,"field",2010,1,2009,"ME",1,6,"1","9161",9.308261556,8.484632885,1,NA,NA,NA,0,NA,-0.531264418551785,-0.161906809649648,-0.441039480015285,9,0,0.0571990988288651,"continuous",-0.391834170586202,-1.31146731911002,-0.711411160678124,-2.64411872655088,-0.672687649393143,-0.95745905600091,-0.310496176333942,-0.398363951700224,0.962360787881608,3.02179033621951,-0.849564501232116,-3.33042577880658,-3.30759686637981,-2.08126097330457,-1.81736336957925,-3.7770639008162,-0.732211776830484,NA,NA,NA,NA
2009,"AFB",4,"field",2010,1,2009,"ME",3,3,"1","9331",9.027893611,10.50899245,1,NA,NA,NA,0,NA,-0.560818456621749,-0.161906809649648,-0.441039480015285,9,0,0.0571990988288651,"continuous",-0.391834170586202,-1.31146731911002,-0.711411160678124,-2.64411872655088,-0.672687649393143,-0.95745905600091,-0.310496176333942,-0.398363951700224,0.962360787881608,3.02179033621951,-0.849564501232116,-3.33042577880658,-3.30759686637981,-2.08126097330457,-1.81736336957925,-3.7770639008162,-0.732211776830484,NA,NA,NA,NA
2009,"AFB",4,"field",2010,1,2009,"ME",5,1,"1","9511",8.620069233,5.699264566,1,NA,NA,NA,0,NA,-0.531264418551785,-0.161906809649648,-0.441039480015285,9,0,0.0571990988288651,"continuous",-0.391834170586202,-1.31146731911002,-0.711411160678124,-2.64411872655088,-0.672687649393143,-0.95745905600091,-0.310496176333942,-0.398363951700224,0.962360787881608,3.02179033621951,-0.849564501232116,-3.33042577880658,-3.30759686637981,-2.08126097330457,-1.81736336957925,-3.7770639008162,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"field",2010,1,2009,"CT",6,7,"1","1671",7.791201677,NA,0,NA,NA,NA,NA,NA,-0.679034608901603,1.54990393718062,-0.0712302555414213,1,0,-1.19217161699191,"continuous",-0.625430980895514,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"field",2010,1,2009,"CT",5,6,"1","1561",9.204342078,11.31992267,1,NA,NA,NA,0,NA,-0.679034608901603,1.54990393718062,-0.0712302555414213,1,0,-1.19217161699191,"continuous",-0.625430980895514,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"field",2010,1,2009,"CT",1,6,"1","1161",7.773102005,NA,0,NA,NA,NA,NA,NA,-0.708588646971566,1.54990393718062,-0.0712302555414213,1,0,-1.19217161699191,"continuous",-0.625430980895514,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"field",2010,1,2009,"CT",6,4,"1","1641",9.282783505,8.690251872,1,NA,NA,NA,0,NA,-0.679034608901603,1.54990393718062,-0.0712302555414213,1,0,-1.19217161699191,"continuous",-0.625430980895514,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"field",2010,1,2009,"CT",4,3,"1","1431",8.667130228,9.195433378,1,NA,NA,NA,0,NA,-0.679034608901603,1.54990393718062,-0.0712302555414213,1,0,-1.19217161699191,"continuous",-0.625430980895514,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"field",2010,1,2009,"CT",2,3,"2","1232",9.83234084,10.92918412,1,NA,NA,NA,0,NA,-0.679034608901603,1.54990393718062,-0.0712302555414213,1,0,-1.19217161699191,"continuous",-0.625430980895514,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"field",2010,1,2009,"CT",3,2,"1","1321",8.735708374,9.539133891,1,NA,NA,NA,0,NA,-0.679034608901603,1.54990393718062,-0.0712302555414213,1,0,-1.19217161699191,"continuous",-0.625430980895514,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"field",2010,1,2009,"CT",4,3,"1","2431",8.559641675,NA,0,NA,NA,NA,NA,NA,-0.442602304341894,0.218110555792695,2.16063345901789,2,1,-0.0590918532487283,"continuous",-1.23862260795745,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"field",2010,1,2009,"CT",6,4,"1","2641",7.349414013,NA,0,NA,NA,NA,NA,NA,-0.531264418551785,0.218110555792695,2.16063345901789,2,1,-0.0590918532487283,"continuous",-1.23862260795745,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"field",2010,1,2009,"CT",3,1,"1","2311",7.896489143,7.161039583,1,NA,NA,NA,0,NA,-0.560818456621749,0.218110555792695,2.16063345901789,2,1,-0.0590918532487283,"continuous",-1.23862260795745,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"field",2010,1,2009,"CT",5,1,"2","2512",8.998553232,NA,0,NA,NA,NA,NA,NA,-0.531264418551785,0.218110555792695,2.16063345901789,2,1,-0.0590918532487283,"continuous",-1.23862260795745,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"field",2010,1,2009,"CT",2,2,"3","2223",8.713109264,7.209822489,1,NA,NA,NA,0,NA,-0.501710380481821,0.218110555792695,2.16063345901789,2,1,-0.0590918532487283,"continuous",-1.23862260795745,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"field",2010,1,2009,"CT",3,7,"1","2371",9.150284734,7.303957511,1,NA,NA,NA,0,NA,-0.590372494691712,0.218110555792695,2.16063345901789,2,1,-0.0590918532487283,"continuous",-1.23862260795745,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"field",2010,1,2009,"CT",1,4,"1","2141",8.667130228,11.24123431,1,NA,NA,NA,0,NA,-0.531264418551785,0.218110555792695,2.16063345901789,2,1,-0.0590918532487283,"continuous",-1.23862260795745,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"field",2010,1,2009,"CT",4,5,"1","16451",7.393860287,NA,0,NA,NA,NA,NA,NA,1.09420767529621,0.370579529346471,-0.86566967092427,16,1,1.64264814654722,"continuous",1.33094230544497,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"field",2010,1,2009,"CT",1,2,"3","16123",8.393411862,NA,0,NA,NA,NA,NA,NA,0.621343066176794,0.370579529346471,-0.86566967092427,16,1,1.64264814654722,"continuous",1.33094230544497,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"field",2010,1,2009,"CT",3,4,"1","16341",7.542076231,6.593889002,1,NA,NA,NA,0,NA,0.857775370736502,0.370579529346471,-0.86566967092427,16,1,1.64264814654722,"continuous",1.33094230544497,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"field",2010,1,2009,"CT",6,7,"1","16671",8.655468387,12.4232179,1,NA,NA,NA,0,NA,0.91688344687643,0.370579529346471,-0.86566967092427,16,1,1.64264814654722,"continuous",1.33094230544497,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"field",2010,1,2009,"CT",6,1,"1","16611",8.724440739,8.596116851,1,NA,NA,NA,0,NA,1.36019401792588,0.370579529346471,-0.86566967092427,16,1,1.64264814654722,"continuous",1.33094230544497,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"field",2010,1,2009,"CT",2,3,"2","16232",8.907857592,NA,0,NA,NA,NA,NA,NA,0.798667294596575,0.370579529346471,-0.86566967092427,16,1,1.64264814654722,"continuous",1.33094230544497,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"field",2010,1,2009,"CT",5,6,"1","16561",7.947124759,9.291312302,1,NA,NA,NA,0,NA,0.59178902810683,0.370579529346471,-0.86566967092427,16,1,1.64264814654722,"continuous",1.33094230544497,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"field",2010,1,2009,"VT",6,2,"2","12622",8.297830534,NA,0,NA,NA,NA,NA,NA,2.86744995949402,-0.530373495845745,-1.50493787862578,12,1,1.91789636301462,"continuous",1.41854110931096,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"field",2010,1,2009,"VT",3,3,"1","12331",7.43734026,NA,0,NA,NA,NA,NA,NA,3.16299034019366,-0.530373495845745,-1.0468576070691,12,1,1.91789636301462,"continuous",1.41854110931096,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"field",2010,1,2009,"VT",4,4,"1","12441",8.197451045,NA,0,NA,NA,NA,NA,NA,2.1581530458149,-0.530373495845745,-1.50493787862578,12,1,1.91789636301462,"continuous",1.41854110931096,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",2,"field",2010,1,2009,"VT",2,1,"1","16211",7.209822489,NA,0,NA,NA,NA,NA,NA,3.28120649247351,-0.530373495845745,-1.0468576070691,12,1,1.64264814654722,"continuous",1.41854110931096,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",2,"field",2010,1,2009,"VT",1,6,"1","16161",8.269661055,NA,0,NA,NA,NA,NA,NA,2.51280150265446,-0.530373495845745,-1.0468576070691,12,1,1.64264814654722,"continuous",1.41854110931096,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"field",2010,1,2009,"VT",5,5,"1","12551",7.303957511,NA,0,NA,NA,NA,NA,NA,2.63101765493432,-0.530373495845745,-1.50493787862578,12,1,1.91789636301462,"continuous",1.41854110931096,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"field",2010,1,2009,"VT",2,7,"1","12271",7.64159925,NA,0,NA,NA,NA,NA,NA,2.69012573107424,-0.530373495845745,-1.50493787862578,12,1,1.91789636301462,"continuous",1.41854110931096,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"field",2010,1,2009,"VT",3,1,"1","13311",8.631938704,7.754837038,1,NA,NA,NA,0,NA,-0.679034608901603,0.585422172899859,-0.913057285175176,13,0,-0.92319834523579,"continuous",-1.15102380409146,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"field",2010,1,2009,"VT",3,7,"1","13371",8.380033886,8.380033886,1,NA,NA,NA,0,NA,-0.679034608901603,0.585422172899859,-0.913057285175176,13,0,-0.92319834523579,"continuous",-1.15102380409146,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"field",2010,1,2009,"VT",4,2,"1","13421",8.484632885,8.076201802,1,NA,NA,NA,0,NA,-0.73814268504153,0.585422172899859,-0.913057285175176,13,0,-0.92319834523579,"continuous",-1.15102380409146,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"field",2010,1,2009,"VT",2,6,"1","13261",8.353006447,8.608128899,1,NA,NA,NA,0,NA,-0.679034608901603,0.585422172899859,-0.913057285175176,13,0,-0.92319834523579,"continuous",-1.15102380409146,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"field",2010,1,2009,"VT",5,3,"2","13532",8.534950004,8.918140391,1,NA,NA,NA,0,NA,-0.679034608901603,0.585422172899859,-0.913057285175176,13,0,-0.92319834523579,"continuous",-1.15102380409146,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"field",2010,1,2009,"VT",6,5,"3","13653",9.333419121,9.390917947,1,NA,NA,NA,0,NA,-0.73814268504153,0.585422172899859,-0.913057285175176,13,0,-0.92319834523579,"continuous",-1.15102380409146,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"field",2010,1,2009,"VT",1,5,"1","13151",7.913510523,7.947124759,1,NA,NA,NA,0,NA,-0.679034608901603,0.585422172899859,-0.913057285175176,13,0,-0.92319834523579,"continuous",-1.15102380409146,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"JC",1,"field",2010,1,2009,"CT",6,6,"1","3661",8.57187413,8.283795389,1,NA,NA,NA,0,NA,-0.590372494691712,-1.18876224393002,-0.89261556875922,3,0,-0.310634548005311,"continuous",-0.713029784761506,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
