"PLANT_UNQ","YEAR","CLASS","SEEDS"
"2_s207",2011,"J",0
"2_s208",2011,"J",0
"2_s209",2011,"J",0
"2_s210",2011,"J",0
"2_s211",2011,"J",0
"2_s212",2011,"J",0
"2_s213",2011,"J",0
"2_s214",2011,"J",0
"2_s215",2011,"J",0
"2_s216",2011,"J",0
"2_s217",2011,"J",0
"2_s218",2011,"J",0
"2_s219",2011,"J",0
"2_s220",2011,"J",0
"2_s221",2011,"J",0
"2_s222",2011,"J",0
"2_s223",2011,"J",0
"2_s224",2011,"J",0
"2_s225",2011,"J",0
"2_s226",2011,"J",0
"2_s227",2011,"J",0
"2_s228",2011,"J",0
"2_s229",2011,"J",0
"2_s230",2011,"J",0
"2_s231",2011,"J",0
"2_s232",2011,"J",0
"2_s233",2011,"J",0
"2_s234",2011,"J",0
"2_s235",2011,"J",0
"2_s236",2011,"J",0
"2_s237",2011,"J",0
"2_s238",2011,"J",0
"2_s239",2011,"J",0
"2_s240",2011,"J",0
"2_s241",2011,"J",0
"2_s242",2011,"J",0
"2_s243",2011,"J",0
"2_s244",2011,"J",0
"2_s245",2011,"J",0
"2_s246",2011,"J",0
"2_s247",2011,"J",0
"2_s248",2011,"J",0
"2_s249",2011,"J",0
"2_s250",2011,"J",0
"2_s251",2011,"J",0
"2_s252",2011,"J",0
"2_s253",2011,"J",0
"2_s254",2011,"J",0
"2_s255",2011,"J",0
"2_s256",2011,"J",0
"2_s257",2011,"J",0
"2_s258",2011,"J",0
"2_s259",2011,"J",0
"2_s260",2011,"J",0
"2_s261",2011,"J",0
"2_s262",2011,"J",0
"2_s263",2011,"J",0
"2_s264",2011,"J",0
"2_s265",2011,"J",0
"2_s266",2011,"J",0
"2_s267",2011,"J",0
"2_s268",2011,"J",0
"2_s269",2011,"J",0
"2_s270",2011,"J",0
"2_s271",2011,"J",0
"2_s272",2011,"J",0
"2_s273",2011,"J",0
"2_s274",2011,"J",0
"2_s275",2011,"J",0
"2_s276",2011,"J",0
"2_s277",2011,"J",0
"2_s278",2011,"J",0
"2_s279",2011,"J",0
"2_s280",2011,"J",0
"2_s281",2011,"J",0
"2_s282",2011,"J",0
"2_s283",2011,"J",0
"2_s284",2011,"J",0
"2_s285",2011,"J",0
"2_s286",2011,"J",0
"2_s287",2011,"J",0
"2_s288",2011,"J",0
"1_706",2011,"J",0
"9_317",2011,"J",71.75
"9_319",2012,"A1",0
"6_766",2012,"A1",0
"6_772",2012,"A1",0
"7_774",2012,"A1",0
"7_780",2012,"A1",0
"7_781",2012,"A1",0
"5_763",2012,"A2",0
"7_779",2012,"A4",0
"9_305",2012,"dead",0
"9_306",2012,"dead",0
"9_311",2012,"dead",0
"9_312",2012,"dead",0
"9_313",2012,"dead",0
"9_315",2012,"dead",0
"1_705",2012,"dead",0
"1_708",2012,"dead",0
"1_709",2012,"dead",0
"1_710",2012,"dead",0
"4_727",2012,"dead",0
"4_728",2012,"dead",0
"8_732",2012,"dead",0
"8_733",2012,"dead",0
"8_734",2012,"dead",0
"8_735",2012,"dead",0
"8_736",2012,"dead",0
"8_737",2012,"dead",0
"8_740",2012,"dead",0
"8_741",2012,"dead",0
"8_743",2012,"dead",0
"8_744",2012,"dead",0
"8_746",2012,"dead",0
"3_751",2012,"dead",0
"3_753",2012,"dead",0
"3_755",2012,"dead",0
"3_756",2012,"dead",0
"7_785",2012,"dead",0
"7_786",2012,"dead",0
"8_7482",2012,"dead",0
"2_s155",2012,"dead",0
"2_s156",2012,"dead",0
"5_s156",2012,"dead",0
"2_s157",2012,"dead",0
"2_s158",2012,"dead",0
"2_s159",2012,"dead",0
"5_s159",2012,"dead",0
"2_s160",2012,"dead",0
"2_s161",2012,"dead",0
"2_s162",2012,"dead",0
"2_s163",2012,"dead",0
"2_s164",2012,"dead",0
"2_s165",2012,"dead",0
"2_s166",2012,"dead",0
"2_s167",2012,"dead",0
"2_s168",2012,"dead",0
"2_s169",2012,"dead",0
"2_s170",2012,"dead",0
"2_s171",2012,"dead",0
"6_s171",2012,"dead",0
"2_s172",2012,"dead",0
"6_s172",2012,"dead",0
"2_s173",2012,"dead",0
"6_s173",2012,"dead",0
"2_s174",2012,"dead",0
"5_s174",2012,"dead",0
"2_s175",2012,"dead",0
"5_s175",2012,"dead",0
"2_s176",2012,"dead",0
"5_s176",2012,"dead",0
"2_s177",2012,"dead",0
"2_s178",2012,"dead",0
"2_s179",2012,"dead",0
"2_s180",2012,"dead",0
"2_s181",2012,"dead",0
"2_s182",2012,"dead",0
"2_s183",2012,"dead",0
"2_s184",2012,"dead",0
"2_s185",2012,"dead",0
"2_s186",2012,"dead",0
"2_s187",2012,"dead",0
"2_s188",2012,"dead",0
"2_s189",2012,"dead",0
"2_s190",2012,"dead",0
"2_s191",2012,"dead",0
"2_s192",2012,"dead",0
"2_s193",2012,"dead",0
"2_s194",2012,"dead",0
"2_s195",2012,"dead",0
"2_s196",2012,"dead",0
"2_s197",2012,"dead",0
"2_s198",2012,"dead",0
"2_s199",2012,"dead",0
"2_s200",2012,"dead",0
"2_s201",2012,"dead",0
"2_s202",2012,"dead",0
"2_s203",2012,"dead",0
"2_s204",2012,"dead",0
"2_s205",2012,"dead",0
"2_s206",2012,"dead",0
"2_s207",2012,"dead",0
"2_s208",2012,"dead",0
"2_s209",2012,"dead",0
"2_s210",2012,"dead",0
"2_s211",2012,"dead",0
"2_s212",2012,"dead",0
"2_s213",2012,"dead",0
"2_s214",2012,"dead",0
"2_s215",2012,"dead",0
"2_s216",2012,"dead",0
"2_s217",2012,"dead",0
"2_s218",2012,"dead",0
"2_s219",2012,"dead",0
"2_s220",2012,"dead",0
"2_s221",2012,"dead",0
"2_s222",2012,"dead",0
"2_s223",2012,"dead",0
"2_s224",2012,"dead",0
"2_s225",2012,"dead",0
"2_s226",2012,"dead",0
"2_s227",2012,"dead",0
"2_s228",2012,"dead",0
"2_s229",2012,"dead",0
"2_s230",2012,"dead",0
"2_s231",2012,"dead",0
"2_s232",2012,"dead",0
"2_s233",2012,"dead",0
"2_s234",2012,"dead",0
"2_s235",2012,"dead",0
"2_s236",2012,"dead",0
"2_s237",2012,"dead",0
"2_s238",2012,"dead",0
"2_s239",2012,"dead",0
"2_s240",2012,"dead",0
"2_s241",2012,"dead",0
"2_s242",2012,"dead",0
"2_s243",2012,"dead",0
"2_s244",2012,"dead",0
"2_s245",2012,"dead",0
"2_s246",2012,"dead",0
"2_s247",2012,"dead",0
"2_s248",2012,"dead",0
"2_s249",2012,"dead",0
"2_s250",2012,"dead",0
"2_s251",2012,"dead",0
"2_s252",2012,"dead",0
"2_s253",2012,"dead",0
"2_s254",2012,"dead",0
"2_s255",2012,"dead",0
"2_s256",2012,"dead",0
"2_s257",2012,"dead",0
"2_s258",2012,"dead",0
"2_s259",2012,"dead",0
"2_s260",2012,"dead",0
"2_s261",2012,"dead",0
"2_s262",2012,"dead",0
"2_s263",2012,"dead",0
"2_s264",2012,"dead",0
"2_s265",2012,"dead",0
"2_s266",2012,"dead",0
"2_s267",2012,"dead",0
"2_s268",2012,"dead",0
"2_s269",2012,"dead",0
"2_s270",2012,"dead",0
"2_s271",2012,"dead",0
"2_s272",2012,"dead",0
"2_s273",2012,"dead",0
"2_s274",2012,"dead",0
"2_s275",2012,"dead",0
"2_s276",2012,"dead",0
"2_s277",2012,"dead",0
"2_s278",2012,"dead",0
"2_s279",2012,"dead",0
"2_s280",2012,"dead",0
"2_s281",2012,"dead",0
"2_s282",2012,"dead",0
"2_s283",2012,"dead",0
"2_s284",2012,"dead",0
"2_s285",2012,"dead",0
"2_s286",2012,"dead",0
"2_s287",2012,"dead",0
"2_s288",2012,"dead",0
"2_1",2012,"J",0
"2_61",2012,"J",0
"2_64",2012,"J",0
"2_73",2012,"J",0
"2_74",2012,"J",0
"2_81",2012,"J",0
"2_93",2012,"J",0
"2_96",2012,"J",0
"2_97",2012,"J",0
"2_98",2012,"J",0
"9_317",2012,"J",0
"1_706",2012,"J",0
"2_720",2012,"J",0
"2_722",2012,"J",0
"4_726",2012,"J",0
"8_731",2012,"J",0
"8_738",2012,"J",0
"2_749",2012,"J",0
"5_762",2012,"J",0
"2_749A",2012,"J",0
"2_750D",2012,"J",0
"2_750E",2012,"J",0
"2_750F",2012,"J",0
"2_750G",2012,"J",0
"2_750H",2012,"J",0
"2_750I",2012,"J",0
"2_750J",2012,"J",0
"2_751A",2012,"J",0
"2_752A",2012,"J",0
"2_752B",2012,"J",0
"2_752C",2012,"J",0
"2_752D",2012,"J",0
"5_761A",2012,"J",0
"6_772A",2012,"J",0
