PLANT_UNQ,YEAR,CLASS,OBS_ID,COHORT,PLANT NUM,xDIAM_cm,SEEDS_DC,MEDIAN_INFL,INFL_CLASS,MAX_INFL,OBS_INLF,SEEDS_YR_INF,CAGED,WATERED
2_s53,2012,dead,441,2,s53,2,0,0,0,0,0,0,Y,N
2_s54,2012,dead,442,2,s54,2,0,0,0,0,0,0,Y,N
2_s55,2012,dead,443,2,s55,2,0,0,0,0,0,0,Y,N
2_s56,2012,dead,444,2,s56,2,0,0,0,0,0,0,Y,N
2_s57,2012,dead,445,2,s57,2,0,0,0,0,0,0,Y,N
2_s58,2012,dead,446,2,s58,2,0,0,0,0,0,0,Y,N
2_s59,2012,dead,447,2,s59,2,0,0,0,0,0,0,Y,N
2_s6,2012,dead,394,2,s6,2,0,0,0,0,0,0,Y,N
2_s60,2012,dead,448,2,s60,2,0,0,0,0,0,0,Y,N
2_s61,2012,dead,449,2,s61,2,0,0,0,0,0,0,Y,N
2_s62,2012,dead,450,2,s62,2,0,0,0,0,0,0,Y,N
2_s63,2012,dead,451,2,s63,2,0,0,0,0,0,0,Y,N
2_s64,2012,dead,452,2,s64,2,0,0,0,0,0,0,Y,N
2_s65,2012,dead,453,2,s65,2,0,0,0,0,0,0,Y,N
2_s66,2012,dead,454,2,s66,2,0,0,0,0,0,0,Y,N
2_s67,2012,dead,455,2,s67,2,0,0,0,0,0,0,Y,N
2_s68,2012,dead,456,2,s68,2,0,0,0,0,0,0,Y,N
2_s69,2012,dead,457,2,s69,2,0,0,0,0,0,0,Y,N
2_s7,2012,dead,395,2,s7,2,0,0,0,0,0,0,Y,N
2_s70,2012,dead,458,2,s70,2,0,0,0,0,0,0,Y,N
2_s71,2012,dead,459,2,s71,2,0,0,0,0,0,0,Y,N
2_s72,2012,dead,460,2,s72,2,0,0,0,0,0,0,Y,N
2_s73,2012,dead,461,2,s73,2,0,0,0,0,0,0,Y,N
2_s74,2012,dead,462,2,s74,2,0,0,0,0,0,0,Y,N
2_s75,2012,dead,463,2,s75,2,0,0,0,0,0,0,Y,N
2_s76,2012,dead,464,2,s76,2,0,0,0,0,0,0,Y,N
2_s77,2012,dead,465,2,s77,2,0,0,0,0,0,0,Y,N
2_s78,2012,dead,466,2,s78,2,0,0,0,0,0,0,Y,N
2_s79,2012,dead,467,2,s79,2,0,0,0,0,0,0,Y,N
2_s8,2012,dead,396,2,s8,2,0,0,0,0,0,0,Y,N
2_s80,2012,dead,468,2,s80,2,0,0,0,0,0,0,Y,N
2_s81,2012,dead,469,2,s81,2,0,0,0,0,0,0,Y,N
2_s82,2012,dead,470,2,s82,2,0,0,0,0,0,0,Y,N
2_s83,2012,dead,471,2,s83,2,0,0,0,0,0,0,Y,N
2_s84,2012,dead,472,2,s84,2,0,0,0,0,0,0,Y,N
2_s85,2012,dead,473,2,s85,2,0,0,0,0,0,0,Y,N
2_s86,2012,dead,474,2,s86,2,0,0,0,0,0,0,Y,N
2_s87,2012,dead,475,2,s87,2,0,0,0,0,0,0,Y,N
2_s88,2012,dead,476,2,s88,2,0,0,0,0,0,0,Y,N
2_s89,2012,dead,477,2,s89,2,0,0,0,0,0,0,Y,N
2_s9,2012,dead,397,2,s9,2,0,0,0,0,0,0,Y,N
2_s90,2012,dead,478,2,s90,2,0,0,0,0,0,0,Y,N
2_s91,2012,dead,479,2,s91,2,0,0,0,0,0,0,Y,N
2_s92,2012,dead,480,2,s92,2,0,0,0,0,0,0,Y,N
2_s93,2012,dead,481,2,s93,2,0,0,0,0,0,0,Y,N
2_s94,2012,dead,482,2,s94,2,0,0,0,0,0,0,Y,N
2_s95,2012,dead,483,2,s95,2,0,0,0,0,0,0,Y,N
2_s96,2012,dead,484,2,s96,2,0,0,0,0,0,0,Y,N
2_s97,2012,dead,485,2,s97,2,0,0,0,0,0,0,Y,N
2_s98,2012,dead,486,2,s98,2,0,0,0,0,0,0,Y,N
2_s99,2012,dead,487,2,s99,2,0,0,0,0,0,0,Y,N
2_1,2012,J,574,2,1,2.45,0,0,0,0,0,0,N,N
2_61,2012,J,575,2,61,3.25,0,0,0,0,0,0,N,N
2_64,2012,J,576,2,64,2,0,0,0,0,0,0,N,N
2_73,2012,J,577,2,73,2,0,0,0,0,0,0,N,N
2_74,2012,J,578,2,74,2,0,0,0,0,0,0,N,N
2_81,2012,J,579,2,81,3.5,0,0,0,0,0,0,N,N
2_93,2012,J,580,2,93,2,0,0,0,0,0,0,N,N
2_96,2012,J,581,2,96,3.7,0,0,0,0,0,0,N,N
2_97,2012,J,582,2,97,3.5,0,0,0,0,0,0,N,N
2_98,2012,J,583,2,98,3.45,0,0,0,0,0,0,N,N
9_317,2012,J,219,9,317,1.5,0,0,0,0,0,0,N,N
1_706,2012,J,116,1,706,0.85,0,0,0,0,0,0,N,N
1_712,2012,J,122,1,712,4,0,0,0,0,0,0,N,Y
1_716,2012,J,126,1,716,0.5,0,0,0,0,0,0,N,Y
2_720,2012,J,129,2,720,7,0,0,0,0,0,0,N,N
2_722,2012,J,131,2,722,4.5,0,0,0,0,0,0,N,N
4_726,2012,J,145,4,726,1.1,0,0,0,0,0,0,N,N
8_731,2012,J,186,8,731,5,0,0,0,0,0,0,N,N
8_738,2012,J,193,8,738,0.4,0,0,0,0,0,0,N,N
2_749,2012,J,134,2,749,8,0,0,0,0,0,0,N,N
3_752,2012,J,137,3,752,5,0,0,0,0,0,0,N,Y
5_758,2012,J,150,5,758,1,0,0,0,0,0,0,N,Y
5_762,2012,J,154,5,762,7,0,0,0,0,0,0,N,N
7_787,2012,J,179,7,787,3,0,0,0,0,0,0,N,Y
2_749A,2012,J,584,2,749A,2.15,0,0,0,0,0,0,N,N
2_750D,2012,J,585,2,750D,1.45,0,0,0,0,0,0,N,N
2_750E,2012,J,586,2,750E,2.05,0,0,0,0,0,0,N,N
2_750F,2012,J,587,2,750F,2,0,0,0,0,0,0,N,N
2_750G,2012,J,588,2,750G,2,0,0,0,0,0,0,N,N
2_750H,2012,J,589,2,750H,2.25,0,0,0,0,0,0,N,N
2_750I,2012,J,590,2,750I,3,0,0,0,0,0,0,N,N
2_750J,2012,J,591,2,750J,1,0,0,0,0,0,0,N,N
2_751A,2012,J,592,2,751A,3.2,0,0,0,0,0,0,N,N
2_752A,2012,J,593,2,752A,1.5,0,0,0,0,0,0,N,N
2_752B,2012,J,594,2,752B,1.4,0,0,0,0,0,0,N,N
2_752C,2012,J,595,2,752C,1.15,0,0,0,0,0,0,N,N
2_752D,2012,J,596,2,752D,1.35,0,0,0,0,0,0,N,N
5_761A,2012,J,607,5,761A,3.7,0,0,0,0,0,0,N,N
6_772A,2012,J,608,6,772A,4.7,0,0,0,0,0,0,N,N
9_304,2012,J,206,9,304,2.75,0,0,0,0,0,0,Y,N
9_309,2012,J,211,9,309,3.25,0,0,0,0,0,0,Y,N
9_310,2012,J,212,9,310,5,0,0,0,0,0,0,Y,N
9_314,2012,J,216,9,314,5.25,0,0,0,0,0,0,Y,N
9_316,2012,J,218,9,316,5.75,0,0,0,0,0,0,Y,N
2_723,2012,J,132,2,723,1.5,0,0,0,0,0,0,Y,N
4_729,2012,J,148,4,729,1.5,0,0,0,0,0,0,Y,N
7_777,2012,J,169,7,777,10.5,0,0,0,0,0,0,Y,N
2_749B,2012,J,597,2,749B,2.75,0,0,0,0,0,0,Y,N
2_749C,2012,J,598,2,749C,5.8,0,0,0,0,0,0,Y,N
2_749D,2012,J,599,2,749D,8.9,0,0,0,0,0,0,Y,N
2_749E,2012,J,600,2,749E,8.7,0,0,0,0,0,0,Y,N
2_749F,2012,J,601,2,749F,5.75,0,0,0,0,0,0,Y,N
2_749G,2012,J,602,2,749G,4.65,0,0,0,0,0,0,Y,N
2_749H,2012,J,603,2,749H,3.35,0,0,0,0,0,0,Y,N
2_750A,2012,J,604,2,750A,0.85,0,0,0,0,0,0,Y,N
2_750B,2012,J,605,2,750B,2.9,0,0,0,0,0,0,Y,N
2_750C,2012,J,606,2,750C,4.25,0,0,0,0,0,0,Y,N
